step,critic_loss,bellman_loss,actor_loss,eval_return,eval_success
45,3.5527024269104004,0.7788664102554321,-0.4895519018173218,,
46,3.4810261726379395,0.7269631624221802,-0.5043945908546448,,
47,3.543888568878174,0.7432574033737183,-0.49321168661117554,,
48,3.513373851776123,0.7479297518730164,-0.5161895751953125,,
49,3.4994096755981445,0.7180637121200562,-0.5277832746505737,,
50,3.4643521308898926,0.7070415019989014,-0.5225427746772766,,
51,3.4407968521118164,0.6780115365982056,-0.5295448303222656,,
52,3.375718116760254,0.6416509747505188,-0.5938829779624939,,
53,3.3775458335876465,0.6061185002326965,-0.6028477549552917,,
54,3.4022889137268066,0.620428204536438,-0.5957199931144714,,
55,3.3652586936950684,0.5943272113800049,-0.6126149296760559,,
56,3.350102186203003,0.6079917550086975,-0.607792854309082,,
57,3.3566160202026367,0.593256950378418,-0.6202649474143982,,
58,3.3726096153259277,0.5916625261306763,-0.6112503409385681,,
59,3.3857922554016113,0.6196805238723755,-0.6234370470046997,,
60,3.3369882106781006,0.5786771774291992,-0.6398632526397705,,
61,3.3109207153320312,0.5403058528900146,-0.6731399893760681,,
62,3.3278260231018066,0.5581361651420593,-0.7106595039367676,,
63,3.2754430770874023,0.5204693078994751,-0.6956666707992554,,
64,3.267454147338867,0.5306540727615356,-0.7098199725151062,,
65,3.333303451538086,0.5511444807052612,-0.7283874750137329,,
66,3.3078958988189697,0.5535850524902344,-0.7464410066604614,,
67,3.243244171142578,0.4913811683654785,-0.8044787049293518,,
68,3.2447822093963623,0.48639222979545593,-0.7525083422660828,,
69,3.2262542247772217,0.4736950397491455,-0.775740385055542,,
70,3.2829151153564453,0.5407265424728394,-0.7959165573120117,,
71,3.2022385597229004,0.44270122051239014,-0.8073595762252808,,
72,3.2302472591400146,0.45474618673324585,-0.8438302874565125,,
73,3.2000579833984375,0.4450646638870239,-0.8609378933906555,,
74,3.17775297164917,0.42556947469711304,-0.7968010306358337,,
75,3.2199857234954834,0.45812496542930603,-0.8123164772987366,,
76,3.244919776916504,0.4819872975349426,-0.9010564088821411,,
77,3.200204610824585,0.4443061947822571,-0.8342399001121521,,
78,3.1936519145965576,0.43460822105407715,-0.8026503920555115,,
79,3.1726558208465576,0.41528749465942383,-0.8603502511978149,,
80,3.2115514278411865,0.4442480206489563,-0.8243160843849182,,
81,3.165120840072632,0.3934241831302643,-0.8380804061889648,,
82,3.1355443000793457,0.37010231614112854,-0.8567032217979431,,
83,3.143496036529541,0.37499338388442993,-0.8718096613883972,,
84,3.14333438873291,0.3647673726081848,-0.8733980059623718,,
85,3.232286214828491,0.4536932110786438,-0.9346361756324768,,
86,3.1645703315734863,0.40707796812057495,-0.9311965703964233,,
87,3.114156484603882,0.36485666036605835,-0.9198397994041443,,
88,3.121527671813965,0.3618811368942261,-0.9020066261291504,,
89,3.122512102127075,0.35403504967689514,-0.9135643243789673,,
90,3.084606647491455,0.3375300168991089,-0.9531004428863525,,
91,3.138127326965332,0.3874955177307129,-0.9617592692375183,,
92,3.100288152694702,0.3328917324542999,-0.9759437441825867,,
93,3.142456293106079,0.38188380002975464,-0.9229710102081299,,
94,3.1087758541107178,0.3424275517463684,-0.9093241691589355,,
95,3.1090118885040283,0.32689306139945984,-0.8964138627052307,,
96,3.0964064598083496,0.34540119767189026,-0.9604676365852356,,
97,3.072580099105835,0.3257775902748108,-0.9580713510513306,,
98,3.061784267425537,0.2953895330429077,-0.955251157283783,,
99,3.0527985095977783,0.289386510848999,-0.9606515169143677,,
100,3.0942604541778564,0.33456286787986755,-0.96661376953125,,
101,3.1194374561309814,0.34904927015304565,-0.9496504664421082,,
102,3.076874017715454,0.29739928245544434,-0.9570105671882629,,
103,3.0627260208129883,0.312200665473938,-0.9879147410392761,,
104,3.038975477218628,0.2810491919517517,-0.9726412296295166,,
105,3.1325485706329346,0.3619996905326843,-1.0054104328155518,,
106,3.0515928268432617,0.28490692377090454,-0.9970420002937317,,
107,3.0499825477600098,0.28967422246932983,-1.0279755592346191,,
108,3.052783250808716,0.30020493268966675,-1.00528085231781,,
109,3.0599207878112793,0.307656854391098,-1.0235167741775513,,
110,3.045731782913208,0.29386216402053833,-1.0306494235992432,,
111,3.037785530090332,0.2752630114555359,-1.0457152128219604,,
112,3.037977457046509,0.2640379071235657,-1.0585232973098755,,
113,3.041367769241333,0.2748914361000061,-1.0655282735824585,,
114,2.973144054412842,0.21757754683494568,-1.0493834018707275,,
115,3.02579402923584,0.2725726366043091,-1.0787498950958252,,
116,2.9933888912200928,0.2289213240146637,-1.0203596353530884,,
117,3.0068230628967285,0.23784615099430084,-1.0332330465316772,,
118,3.039663791656494,0.280947208404541,-1.0660393238067627,,
119,2.9948172569274902,0.22200781106948853,-1.0585585832595825,,
120,3.003793239593506,0.2253967821598053,-1.0607293844223022,,
121,2.9908366203308105,0.2290934920310974,-1.0933951139450073,,
122,3.0219533443450928,0.24520397186279297,-1.0679904222488403,,
123,2.9764719009399414,0.22367936372756958,-1.0853893756866455,,
124,2.991766929626465,0.22974202036857605,-1.0989222526550293,,
125,2.9511044025421143,0.19551773369312286,-1.1090192794799805,,
126,2.9547903537750244,0.18839231133460999,-1.0798758268356323,,
127,2.9868381023406982,0.22267505526542664,-1.1318970918655396,,
128,2.9579763412475586,0.19448721408843994,-1.1172676086425781,,
129,2.9269466400146484,0.16216184198856354,-1.091530442237854,,
130,2.9764010906219482,0.22686369717121124,-1.1151504516601562,,
131,2.9473633766174316,0.18428952991962433,-1.1328949928283691,,
132,2.9748942852020264,0.196488618850708,-1.111042857170105,,
133,2.9662880897521973,0.1989363729953766,-1.1261380910873413,,
134,2.970088243484497,0.21100455522537231,-1.1189597845077515,,
135,2.922278881072998,0.1651870459318161,-1.1478365659713745,,
136,2.906203508377075,0.15647433698177338,-1.1121958494186401,,
137,2.926286220550537,0.15619604289531708,-1.121120810508728,,
138,2.9271674156188965,0.1645556390285492,-1.1194270849227905,,
139,2.9316699504852295,0.16259855031967163,-1.1393053531646729,,
140,2.9136929512023926,0.15614166855812073,-1.1798393726348877,,
141,2.9392073154449463,0.17959004640579224,-1.1339865922927856,,
142,2.92531156539917,0.1519145518541336,-1.1430203914642334,,
143,2.9246506690979004,0.17794987559318542,-1.2062791585922241,,
144,2.8827433586120605,0.1302904486656189,-1.1691794395446777,,
145,2.8573453426361084,0.11474491655826569,-1.1658297777175903,,
146,2.902480363845825,0.12991829216480255,-1.184870719909668,,
147,2.886401653289795,0.12688684463500977,-1.1915340423583984,,
148,2.897728204727173,0.13017567992210388,-1.2192909717559814,,
149,2.8812968730926514,0.11558254808187485,-1.1976754665374756,,
150,2.8674097061157227,0.10620971769094467,-1.2185070514678955,,
151,2.841066598892212,0.10047411918640137,-1.2247482538223267,,
152,2.908738136291504,0.13013501465320587,-1.2146074771881104,,
153,2.928717851638794,0.16313950717449188,-1.2306528091430664,,
154,2.8514394760131836,0.09043797850608826,-1.2232834100723267,,
155,2.9110805988311768,0.13799743354320526,-1.2432758808135986,,
156,2.8731887340545654,0.10922816395759583,-1.2336235046386719,,
157,2.8704142570495605,0.09379619359970093,-1.2268452644348145,,
158,2.8907663822174072,0.1300189197063446,-1.2509433031082153,,
159,2.8239192962646484,0.0741196870803833,-1.2615797519683838,,
160,2.87302565574646,0.10860936343669891,-1.261153221130371,,
161,2.8752691745758057,0.11088202148675919,-1.2659540176391602,,
162,2.8649158477783203,0.10261905193328857,-1.298473834991455,,
163,2.8472819328308105,0.07625719904899597,-1.2559707164764404,,
164,2.8629684448242188,0.09089266508817673,-1.2733523845672607,,
165,2.834900379180908,0.08165077865123749,-1.266213059425354,,
166,2.8326306343078613,0.08501353859901428,-1.290290355682373,,
167,2.838676929473877,0.08247560262680054,-1.2967228889465332,,
168,2.83036208152771,0.08272157609462738,-1.302275538444519,,
169,2.8488540649414062,0.09868083894252777,-1.3283360004425049,,
170,2.8464701175689697,0.07284153252840042,-1.3238465785980225,,
171,2.8486785888671875,0.11161747574806213,-1.3232535123825073,,
172,2.843780994415283,0.07395976781845093,-1.3035460710525513,,
173,2.847749710083008,0.06521359831094742,-1.3411462306976318,,
174,2.823791265487671,0.06045079976320267,-1.3213832378387451,,
175,2.8105554580688477,0.05406522750854492,-1.317421555519104,,
176,2.8254446983337402,0.05367768928408623,-1.3338950872421265,,
177,2.8395392894744873,0.06127709150314331,-1.3532840013504028,,
178,2.808835029602051,0.05587969720363617,-1.3430861234664917,,
179,2.8793797492980957,0.10958920419216156,-1.3664522171020508,,
180,2.841916084289551,0.06473028659820557,-1.340614914894104,,
181,2.877544641494751,0.0969654768705368,-1.3754833936691284,,
182,2.8511719703674316,0.08090412616729736,-1.364687204360962,,
183,2.8481321334838867,0.08598953485488892,-1.4002835750579834,,
184,2.830617666244507,0.058947350829839706,-1.3656105995178223,,
185,2.8224639892578125,0.0704442709684372,-1.361519694328308,,
186,2.8336942195892334,0.07015350461006165,-1.3793092966079712,,
187,2.828996181488037,0.05837571993470192,-1.3582566976547241,,
188,2.8135488033294678,0.059014253318309784,-1.3728781938552856,,
189,2.8272078037261963,0.0624178871512413,-1.382840633392334,,
190,2.8185479640960693,0.04886620491743088,-1.3837218284606934,,
191,2.795499801635742,0.04199688136577606,-1.3911488056182861,,
192,2.849454641342163,0.07999514043331146,-1.3877778053283691,,
193,2.8091647624969482,0.046909578144550323,-1.3974789381027222,,
194,2.8173418045043945,0.05166322737932205,-1.393284797668457,,
195,2.8498406410217285,0.07930399477481842,-1.4237065315246582,,
196,2.827082633972168,0.06148421764373779,-1.409437894821167,,
197,2.8128066062927246,0.052805520594120026,-1.4194421768188477,,
198,2.8243863582611084,0.07149335741996765,-1.4299018383026123,,
199,2.832864761352539,0.0653064027428627,-1.4313485622406006,,
200,2.8131210803985596,0.04167943447828293,-1.4338152408599854,,
201,2.8208558559417725,0.06351300328969955,-1.425774335861206,,
202,2.821479082107544,0.07710739225149155,-1.4300395250320435,,
203,2.794471025466919,0.0310450978577137,-1.4139611721038818,,
204,2.8128740787506104,0.05138707533478737,-1.4326190948486328,,
205,2.8133013248443604,0.053360629826784134,-1.4373555183410645,,
206,2.8165507316589355,0.03809526562690735,-1.4401211738586426,,
207,2.840276002883911,0.08411244302988052,-1.459282636642456,,
208,2.8151845932006836,0.05048321932554245,-1.4402108192443848,,
209,2.824835777282715,0.0695737823843956,-1.4466173648834229,,
210,2.8197226524353027,0.06754477322101593,-1.4517817497253418,,
211,2.789069652557373,0.03606610372662544,-1.4615585803985596,,
212,2.83034086227417,0.06530959904193878,-1.4715468883514404,,
213,2.8331942558288574,0.07443709671497345,-1.4750080108642578,,
214,2.811927080154419,0.0430380180478096,-1.4598296880722046,,
215,2.820793867111206,0.0442141592502594,-1.4584354162216187,,
216,2.8519108295440674,0.08459410071372986,-1.4760732650756836,,
217,2.8403944969177246,0.07790367305278778,-1.4862606525421143,,
218,2.8231968879699707,0.041016191244125366,-1.46096670627594,,
219,2.8164830207824707,0.05444849282503128,-1.4905179738998413,,
220,2.8116707801818848,0.04070623219013214,-1.4823415279388428,,
221,2.8066208362579346,0.0495443120598793,-1.5033730268478394,,
222,2.8327088356018066,0.06282037496566772,-1.4959834814071655,,
223,2.8130033016204834,0.04232150316238403,-1.4727351665496826,,
224,2.798320770263672,0.04272739589214325,-1.494645118713379,,
225,2.8299291133880615,0.062253765761852264,-1.500313639640808,,
226,2.802520751953125,0.05066681280732155,-1.5094432830810547,,
227,2.8292675018310547,0.03964609652757645,-1.5126066207885742,,
228,2.8232314586639404,0.06159474700689316,-1.5025787353515625,,
229,2.8054616451263428,0.04642246291041374,-1.525583267211914,,
230,2.8284687995910645,0.06362569332122803,-1.533968448638916,,
231,2.792788505554199,0.04137270897626877,-1.5523642301559448,,
232,2.8691301345825195,0.08821073174476624,-1.5339546203613281,,
233,2.8151838779449463,0.04061240702867508,-1.514459252357483,,
234,2.812772274017334,0.0636330097913742,-1.5467215776443481,,
235,2.794818162918091,0.046735361218452454,-1.5398426055908203,,
236,2.79317045211792,0.03677229583263397,-1.550950288772583,,
237,2.818805456161499,0.05963004007935524,-1.5522295236587524,,
238,2.8560657501220703,0.0757407546043396,-1.5543296337127686,,
239,2.8172106742858887,0.05663207173347473,-1.5506258010864258,,
240,2.828585386276245,0.07704034447669983,-1.5646140575408936,,
241,2.815549373626709,0.055612556636333466,-1.5691301822662354,,
242,2.836994171142578,0.07287085056304932,-1.559328556060791,,
243,2.831033229827881,0.057597167789936066,-1.5713834762573242,,
244,2.7987828254699707,0.04983757808804512,-1.5614001750946045,,
245,2.8063931465148926,0.056275755167007446,-1.5654642581939697,,
246,2.849885940551758,0.08475534617900848,-1.5809251070022583,,
247,2.8538060188293457,0.08397629857063293,-1.5856651067733765,,
248,2.8215460777282715,0.049463823437690735,-1.5663981437683105,,
249,2.884657859802246,0.12191684544086456,-1.5859568119049072,,
250,2.832857608795166,0.054988764226436615,-1.586498498916626,,
251,2.8256938457489014,0.054100360721349716,-1.5852324962615967,,
252,2.815638303756714,0.06097330152988434,-1.5860663652420044,,
253,2.8140835762023926,0.053448185324668884,-1.5960118770599365,,
254,2.8236050605773926,0.04900064319372177,-1.5859307050704956,,
255,2.838534116744995,0.0706135556101799,-1.5971873998641968,,
256,2.811631202697754,0.04911321774125099,-1.5967732667922974,,
257,2.825854778289795,0.066144198179245,-1.593358039855957,,
258,2.814939498901367,0.04920894280076027,-1.6093000173568726,,
259,2.8081321716308594,0.05546244606375694,-1.596397876739502,,
260,2.8103597164154053,0.044941239058971405,-1.5993571281433105,,
261,2.804900646209717,0.056709323078393936,-1.6120599508285522,,
262,2.8252241611480713,0.06763721257448196,-1.6150879859924316,,
263,2.841930389404297,0.08006595075130463,-1.6253947019577026,,
264,2.8272383213043213,0.04243597760796547,-1.633162021636963,,
265,2.819823741912842,0.061016179621219635,-1.6307389736175537,,
266,2.8455092906951904,0.07708986848592758,-1.637742519378662,,
267,2.8412861824035645,0.06555365771055222,-1.6373313665390015,,
268,2.8525023460388184,0.07241913676261902,-1.6359107494354248,,
269,2.8200132846832275,0.04307826980948448,-1.6496844291687012,,
270,2.8209447860717773,0.04118499159812927,-1.636728286743164,,
271,2.818894624710083,0.05113334208726883,-1.6448792219161987,,
272,2.8245673179626465,0.05534791946411133,-1.6532337665557861,,
273,2.8184902667999268,0.038193561136722565,-1.652366042137146,,
274,2.8258848190307617,0.07377493381500244,-1.6606563329696655,,
275,2.84173321723938,0.05530937761068344,-1.6825615167617798,,
276,2.836893081665039,0.07610613852739334,-1.6659753322601318,,
277,2.822829484939575,0.06007450819015503,-1.6737251281738281,,
278,2.8348124027252197,0.07773624360561371,-1.6633230447769165,,
279,2.8372576236724854,0.06883317232131958,-1.6899266242980957,,
280,2.8353943824768066,0.07826099544763565,-1.6713143587112427,,
281,2.8261749744415283,0.06523735821247101,-1.6935398578643799,,
282,2.826472043991089,0.0623442605137825,-1.6815335750579834,,
283,2.8115344047546387,0.05594637244939804,-1.689581274986267,,
284,2.8490893840789795,0.09646099805831909,-1.6897157430648804,,
285,2.820887565612793,0.06671664118766785,-1.6821242570877075,,
286,2.8300387859344482,0.06816652417182922,-1.6905198097229004,,
287,2.84202241897583,0.08028876781463623,-1.6800068616867065,,
288,2.851968288421631,0.08919726312160492,-1.7014060020446777,,
289,2.810356855392456,0.05429564788937569,-1.685673475265503,,
290,2.820388078689575,0.06562520563602448,-1.6952648162841797,,
291,2.825967311859131,0.06236130744218826,-1.6975033283233643,,
292,2.7779693603515625,0.040632665157318115,-1.697953462600708,,
293,2.790760040283203,0.051707156002521515,-1.6996890306472778,,
294,2.8075053691864014,0.06793007254600525,-1.7271995544433594,,
295,2.822213649749756,0.08258062601089478,-1.7220878601074219,,
296,2.85019588470459,0.10112999379634857,-1.7335128784179688,,
297,2.836885929107666,0.09536272287368774,-1.7472198009490967,,
298,2.858691930770874,0.09337377548217773,-1.7332682609558105,,
299,2.8864104747772217,0.13008612394332886,-1.7572002410888672,,
300,2.7954049110412598,0.05692635476589203,-1.7372913360595703,,
301,2.806572675704956,0.05876273661851883,-1.7404321432113647,,
302,2.8782958984375,0.11215536296367645,-1.7462317943572998,,
303,2.835038423538208,0.07710453867912292,-1.7446074485778809,,
304,2.8432273864746094,0.10021979361772537,-1.7625535726547241,,
305,2.805978298187256,0.0492515042424202,-1.749192714691162,,
306,2.862605571746826,0.08106663823127747,-1.7851362228393555,,
307,2.8839328289031982,0.10902737081050873,-1.7750740051269531,,
308,2.826550006866455,0.06261672079563141,-1.77260160446167,,
309,2.8565263748168945,0.09989303350448608,-1.7711213827133179,,
310,2.8361549377441406,0.0850549191236496,-1.7853041887283325,,
311,2.8371469974517822,0.08272674679756165,-1.7843033075332642,,
312,2.872385263442993,0.10582835972309113,-1.7945023775100708,,
313,2.845130443572998,0.056002259254455566,-1.778744101524353,,
314,2.8332204818725586,0.06729844957590103,-1.7848389148712158,,
315,2.8705530166625977,0.08921968191862106,-1.78988778591156,,
316,2.8520383834838867,0.07470722496509552,-1.7943037748336792,,
317,2.8188164234161377,0.06732965260744095,-1.7991445064544678,,
318,2.817739486694336,0.062461789697408676,-1.7988462448120117,,
319,2.8701210021972656,0.09583866596221924,-1.7950249910354614,,
320,2.8695428371429443,0.09914717078208923,-1.8035664558410645,,
321,2.8335018157958984,0.07959223538637161,-1.8075804710388184,,
322,2.863818883895874,0.08118793368339539,-1.8082165718078613,,
323,2.8658957481384277,0.10139888525009155,-1.8167527914047241,,
324,2.893923282623291,0.12708806991577148,-1.8281469345092773,,
325,2.7954092025756836,0.04141996055841446,-1.8202720880508423,,
326,2.8145833015441895,0.059661224484443665,-1.8305565118789673,,
327,2.843818426132202,0.06780682504177094,-1.8313710689544678,,
328,2.869635820388794,0.0992695540189743,-1.8427420854568481,,
329,2.8494157791137695,0.07864763587713242,-1.843016505241394,,
330,2.8438687324523926,0.09527313709259033,-1.8404752016067505,,
331,2.8296380043029785,0.06998127698898315,-1.861222505569458,,
332,2.8590080738067627,0.10261373221874237,-1.8540351390838623,,
333,2.8303959369659424,0.060219913721084595,-1.8503891229629517,,
334,2.8344991207122803,0.08861606568098068,-1.8553929328918457,,
335,2.7959280014038086,0.047013264149427414,-1.8600913286209106,,
336,2.849548578262329,0.06784485280513763,-1.8752936124801636,,
337,2.8141117095947266,0.04957647621631622,-1.8705060482025146,,
338,2.8370540142059326,0.07047729194164276,-1.8868718147277832,,
339,2.8756730556488037,0.10146324336528778,-1.8749891519546509,,
340,2.8654966354370117,0.101316437125206,-1.8903387784957886,,
341,2.883446216583252,0.11915720999240875,-1.8957676887512207,,
342,2.8782825469970703,0.12569771707057953,-1.9034628868103027,,
343,2.882154941558838,0.11315306276082993,-1.899487853050232,,
344,2.812483787536621,0.058394383639097214,-1.8985346555709839,,
345,2.9086434841156006,0.13444846868515015,-1.89647376537323,,
346,2.872462034225464,0.11103552579879761,-1.8858420848846436,,
347,2.795778751373291,0.042560476809740067,-1.8868411779403687,,
348,2.8678367137908936,0.09080567210912704,-1.895609736442566,,
349,2.8643085956573486,0.10274134576320648,-1.9050005674362183,,
350,2.8291001319885254,0.06343678385019302,-1.9039055109024048,,
351,2.8080759048461914,0.04082436487078667,-1.913465976715088,,
352,2.825840473175049,0.06796789169311523,-1.9202980995178223,,
353,2.8881289958953857,0.13665199279785156,-1.9183759689331055,,
354,2.8247575759887695,0.07326087355613708,-1.930442452430725,,
355,2.836745262145996,0.06095563620328903,-1.9368343353271484,,
356,2.849851608276367,0.07819928973913193,-1.9441211223602295,,
357,2.825429677963257,0.07050733268260956,-1.9534118175506592,,
358,2.8057262897491455,0.04117794707417488,-1.9520741701126099,,
359,2.8457562923431396,0.06866006553173065,-1.9585552215576172,,
360,2.890197277069092,0.11390665173530579,-1.9685182571411133,,
361,2.8285210132598877,0.07790327072143555,-1.9819679260253906,,
362,2.8777620792388916,0.13138899207115173,-1.9738738536834717,,
363,2.9109225273132324,0.13165467977523804,-1.972484827041626,,
364,2.8524863719940186,0.0653500109910965,-1.9796173572540283,,
365,2.8623454570770264,0.11262301355600357,-1.975085735321045,,
366,2.828813314437866,0.07900585234165192,-1.9655916690826416,,
367,2.8777084350585938,0.1046847403049469,-1.9658613204956055,,
368,2.8878681659698486,0.12077024579048157,-1.9680891036987305,,
369,2.839306116104126,0.07959842681884766,-1.959043264389038,,
370,2.8416879177093506,0.08380492031574249,-1.9676735401153564,,
371,2.8712410926818848,0.10642295330762863,-1.9720420837402344,,
372,2.8492844104766846,0.09871171414852142,-1.975820779800415,,
373,2.846374034881592,0.08623844385147095,-1.966261386871338,,
374,2.846865177154541,0.07298943400382996,-1.9781380891799927,,
375,2.8437259197235107,0.06790322065353394,-1.9934720993041992,,
376,2.841482400894165,0.07635809481143951,-1.98455810546875,,
377,2.8819468021392822,0.10732191801071167,-1.9871021509170532,,
378,2.8146719932556152,0.06096171587705612,-2.001599073410034,,
379,2.8752877712249756,0.10722261667251587,-2.0063512325286865,,
380,2.845536947250366,0.09794405102729797,-2.0118603706359863,,
381,2.80374813079834,0.05051979422569275,-2.013715982437134,,
382,2.869119167327881,0.11980484426021576,-2.0349321365356445,,
383,2.847050189971924,0.07715260982513428,-2.0290918350219727,,
384,2.8889927864074707,0.11363299190998077,-2.0392186641693115,,
385,2.8517212867736816,0.09553821384906769,-2.031129837036133,,
386,2.8627259731292725,0.10319777578115463,-2.0431506633758545,,
387,2.893317222595215,0.11724760383367538,-2.043771743774414,,
388,2.8920154571533203,0.13737113773822784,-2.053187370300293,,
389,2.8639004230499268,0.09636612981557846,-2.0586931705474854,,
390,2.843622922897339,0.10081720352172852,-2.047995090484619,,
391,2.8288557529449463,0.07371892035007477,-2.065854072570801,,
392,2.875943422317505,0.10161998867988586,-2.0565874576568604,,
393,2.8760430812835693,0.1204148679971695,-2.0801918506622314,,
394,2.8292958736419678,0.08219172060489655,-2.0669689178466797,,
395,2.8554210662841797,0.09378084540367126,-2.07277774810791,,
396,2.8143723011016846,0.07775096595287323,-2.070564031600952,,
397,2.8697328567504883,0.12001076340675354,-2.0778374671936035,,
398,2.8526806831359863,0.08961381763219833,-2.0863375663757324,,
399,2.8503754138946533,0.09038810431957245,-2.082958698272705,,
400,2.8348424434661865,0.07349395751953125,-2.0855824947357178,,
401,2.8669819831848145,0.10632607340812683,-2.0956122875213623,,
402,2.825978994369507,0.07398916780948639,-2.0955772399902344,,
403,2.827573776245117,0.07797643542289734,-2.1016759872436523,,
404,2.871978521347046,0.11724410951137543,-2.115939140319824,,
405,2.883033275604248,0.11611224710941315,-2.1189334392547607,,
406,2.830785036087036,0.08995208144187927,-2.1184802055358887,,
407,2.8460397720336914,0.10853718221187592,-2.117593765258789,,
408,2.8474414348602295,0.11687681078910828,-2.1331515312194824,,
409,2.865499973297119,0.11098679900169373,-2.13504695892334,,
410,2.879467248916626,0.1350715458393097,-2.1348679065704346,,
411,2.89459228515625,0.13391399383544922,-2.1321380138397217,,
412,2.869932174682617,0.1044960618019104,-2.1314797401428223,,
413,2.796405553817749,0.06237543374300003,-2.143080711364746,,
414,2.847623348236084,0.09032969176769257,-2.1376380920410156,,
415,2.925016403198242,0.1721634715795517,-2.1483054161071777,,
416,2.858309268951416,0.10108356922864914,-2.149876356124878,,
417,2.8777964115142822,0.10888463258743286,-2.1460978984832764,,
418,2.8439557552337646,0.08434699475765228,-2.146390914916992,,
419,2.940743923187256,0.14030364155769348,-2.1578826904296875,,
420,2.854349136352539,0.08958102762699127,-2.1609082221984863,,
421,2.8466989994049072,0.08224686980247498,-2.1637895107269287,,
422,2.944436550140381,0.1792224943637848,-2.1631462574005127,,
423,2.903451442718506,0.14245951175689697,-2.1781182289123535,,
424,2.866542100906372,0.08525542914867401,-2.171605110168457,,
425,2.866028308868408,0.10202386230230331,-2.1706221103668213,,
426,2.873638391494751,0.10430066287517548,-2.1834678649902344,,
427,2.870675802230835,0.10816642642021179,-2.1747870445251465,,
428,2.8579843044281006,0.0905429869890213,-2.1918976306915283,,
429,2.938422441482544,0.17710378766059875,-2.1899020671844482,,
430,2.899073362350464,0.1233690157532692,-2.197675943374634,,
431,2.9419047832489014,0.16983675956726074,-2.181856870651245,,
432,2.882673501968384,0.10477965325117111,-2.2020368576049805,,
433,2.879967212677002,0.12031175941228867,-2.2003161907196045,,
434,2.911081552505493,0.1507093459367752,-2.2048611640930176,,
435,2.8840959072113037,0.13234679400920868,-2.2084362506866455,,
436,2.845447301864624,0.07724419236183167,-2.208819627761841,,
437,2.8978843688964844,0.1432705521583557,-2.2049663066864014,,
438,2.8827598094940186,0.13226114213466644,-2.2122819423675537,,
439,2.9144127368927,0.15930625796318054,-2.230516195297241,,
440,2.915950059890747,0.16715788841247559,-2.218977212905884,,
441,2.889002561569214,0.13000020384788513,-2.225437641143799,,
442,2.8898322582244873,0.11599372327327728,-2.231367588043213,,
443,2.8857638835906982,0.12282805889844894,-2.2373976707458496,,
444,2.9096639156341553,0.1502072811126709,-2.2425079345703125,,
445,2.8104214668273926,0.05544135719537735,-2.2477259635925293,,
